일자,노선,시간,정류장,승차승객,하차승객,환승
2022년 06월 25일,711번(신탄진~대전역),11:00,신대주공아파트,6,2,3
2022년 06월 25일,711번(신탄진~대전역),11:00,와동초등학교,3,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,읍내동현대아파트,6,0,3
2022년 06월 25일,711번(신탄진~대전역),11:00,영진아파트,5,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,법동주공3단지,4,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,안산도서관,5,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,중리시장,17,16,1
2022년 06월 25일,711번(신탄진~대전역),11:00,중리근린공원,9,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,중리동주민센터,8,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,한남병원,3,2,2
2022년 06월 25일,711번(신탄진~대전역),11:00,동대전고등학교,2,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,한숲아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,한남로삼거리,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대전신학대학교,0,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,한남오거리,3,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대덕구청,3,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,솔랑마을아파트,4,0,2
2022년 06월 25일,711번(신탄진~대전역),11:00,한밭자이아파트,2,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대전역,1,18,1
2022년 06월 25일,711번(신탄진~대전역),11:00,으능정이거리,0,15,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대흥동성당,0,8,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대흥동우체국,2,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,이스트시티아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대동역2번출구,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,신안동,1,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대동역3번출구,6,0,4
2022년 06월 25일,711번(신탄진~대전역),11:00,원동네거리,1,1,1
2022년 06월 25일,711번(신탄진~대전역),11:00,대흥동성당,0,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,으능정이거리,2,0,2
2022년 06월 25일,711번(신탄진~대전역),11:00,대전역,14,0,7
2022년 06월 25일,711번(신탄진~대전역),11:00,삼성네거리,1,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,한밭자이아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,솔랑마을아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대덕구청,1,2,1
2022년 06월 25일,711번(신탄진~대전역),11:00,한남오거리,2,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,대전신학대학교,1,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,한남로삼거리,8,1,4
2022년 06월 25일,711번(신탄진~대전역),11:00,한숲아파트,5,7,0
2022년 06월 25일,711번(신탄진~대전역),11:00,동대전고등학교,6,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,중리동주민센터,3,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,중리근린공원,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,중리시장,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,유원아파트,3,2,2
2022년 06월 25일,711번(신탄진~대전역),11:00,삼정하이츠타운,4,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,읍내동현대아파트,3,1,3
2022년 06월 25일,711번(신탄진~대전역),11:00,정수장,1,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,와동현대아파트,3,2,1
2022년 06월 25일,711번(신탄진~대전역),11:00,들말/신대차고지,0,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,신탄진한일병원,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,덕암동주민센터,1,0,0
2022년 06월 25일,711번(신탄진~대전역),11:00,남경마을,0,2,0
2022년 06월 25일,711번(신탄진~대전역),11:00,석봉과선교,0,7,0
2022년 06월 25일,711번(신탄진~대전역),11:00,석봉초등학교,0,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,신탄진고등학교,2,10,0
2022년 06월 25일,711번(신탄진~대전역),11:00,동일스위트리버스카이,5,1,0
2022년 06월 25일,711번(신탄진~대전역),11:00,신탄진동행정복지센터,0,3,0
2022년 06월 25일,711번(신탄진~대전역),11:00,신탄진시장,0,4,0
2022년 06월 25일,711번(신탄진~대전역),11:00,금강엑슬루타워,0,4,0
2022년 06월 25일,711번(신탄진~대전역),12:00,금강엑슬루타워정문,1,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,금강엑슬루타워,4,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,신탄진시장,2,0,1
2022년 06월 25일,711번(신탄진~대전역),12:00,신탄진동행정복지센터,2,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,새여울아파트,9,2,0
2022년 06월 25일,711번(신탄진~대전역),12:00,신탄진고등학교,7,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,석봉초등학교,2,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,남경마을,1,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,평촌동,3,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,상서삼거리,2,0,2
2022년 06월 25일,711번(신탄진~대전역),12:00,선바위,1,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,신대주공아파트,4,3,1
2022년 06월 25일,711번(신탄진~대전역),12:00,읍내동현대아파트,8,2,4
2022년 06월 25일,711번(신탄진~대전역),12:00,영진아파트,5,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,법동주공3단지,14,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,안산도서관,7,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,중리시장,12,6,2
2022년 06월 25일,711번(신탄진~대전역),12:00,중리근린공원,5,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,중리동주민센터,7,9,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한남병원,6,1,4
2022년 06월 25일,711번(신탄진~대전역),12:00,동대전고등학교,5,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한숲아파트,2,5,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한남로삼거리,9,9,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대전신학대학교,5,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한남대학교,1,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한남오거리,3,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대덕구청,3,2,0
2022년 06월 25일,711번(신탄진~대전역),12:00,솔랑마을아파트,4,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한밭자이아파트,11,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,삼성초등학교,1,9,1
2022년 06월 25일,711번(신탄진~대전역),12:00,대전역,0,28,0
2022년 06월 25일,711번(신탄진~대전역),12:00,으능정이거리,0,30,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대흥동성당,2,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대흥동우체국,0,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,이스트시티아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대동역2번출구,2,1,2
2022년 06월 25일,711번(신탄진~대전역),12:00,신안동,0,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대전역동광장,3,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대동역3번출구,1,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대전화병원,6,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대흥동우체국,2,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,대흥동성당,3,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,으능정이거리,10,2,5
2022년 06월 25일,711번(신탄진~대전역),12:00,대전역,19,2,7
2022년 06월 25일,711번(신탄진~대전역),12:00,삼성초등학교,3,1,3
2022년 06월 25일,711번(신탄진~대전역),12:00,삼성네거리,1,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한밭자이아파트,7,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,솔랑마을아파트,4,4,4
2022년 06월 25일,711번(신탄진~대전역),12:00,대덕구청,1,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,한남오거리,2,0,1
2022년 06월 25일,711번(신탄진~대전역),12:00,한남대학교,1,3,1
2022년 06월 25일,711번(신탄진~대전역),12:00,대전신학대학교,6,3,1
2022년 06월 25일,711번(신탄진~대전역),12:00,한남로삼거리,4,1,1
2022년 06월 25일,711번(신탄진~대전역),12:00,한숲아파트,4,1,1
2022년 06월 25일,711번(신탄진~대전역),12:00,동대전고등학교,2,6,0
2022년 06월 25일,711번(신탄진~대전역),12:00,중리동주민센터,0,2,0
2022년 06월 25일,711번(신탄진~대전역),12:00,중리근린공원,5,7,0
2022년 06월 25일,711번(신탄진~대전역),12:00,중리시장,3,8,2
2022년 06월 25일,711번(신탄진~대전역),12:00,유원아파트,1,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,삼정하이츠타운,1,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,읍내동현대아파트,2,4,2
2022년 06월 25일,711번(신탄진~대전역),12:00,정수장,1,0,1
2022년 06월 25일,711번(신탄진~대전역),12:00,대덕구장애인복지관,1,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,연축아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,와동현대아파트,4,4,3
2022년 06월 25일,711번(신탄진~대전역),12:00,선바위,0,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,신탄진한일병원,2,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,평촌동,0,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,덕암동주민센터,1,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,남경마을,1,0,1
2022년 06월 25일,711번(신탄진~대전역),12:00,석봉과선교,1,1,0
2022년 06월 25일,711번(신탄진~대전역),12:00,석봉초등학교,0,3,0
2022년 06월 25일,711번(신탄진~대전역),12:00,신탄진고등학교,2,0,0
2022년 06월 25일,711번(신탄진~대전역),12:00,동일스위트리버스카이,5,6,0
2022년 06월 25일,711번(신탄진~대전역),12:00,신탄진시장,0,7,0
2022년 06월 25일,711번(신탄진~대전역),12:00,금강엑슬루타워,0,3,0
2022년 06월 25일,711번(신탄진~대전역),13:00,금강엑슬루타워정문,1,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,금강엑슬루타워,5,0,1
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진시장,5,0,3
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진동행정복지센터,2,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,새여울아파트,6,1,2
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진고등학교,3,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,석봉초등학교,1,3,0
2022년 06월 25일,711번(신탄진~대전역),13:00,남경마을,2,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,덕암동주민센터,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,평촌동,1,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진한일병원,2,0,1
2022년 06월 25일,711번(신탄진~대전역),13:00,신대주공아파트,3,3,0
2022년 06월 25일,711번(신탄진~대전역),13:00,와동초등학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대한통운종점,1,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,읍내동현대아파트,3,2,2
2022년 06월 25일,711번(신탄진~대전역),13:00,영진아파트,1,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,법동주공3단지,8,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,안산도서관,6,1,1
2022년 06월 25일,711번(신탄진~대전역),13:00,중리시장,9,2,1
2022년 06월 25일,711번(신탄진~대전역),13:00,중리근린공원,5,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,중리동주민센터,3,4,1
2022년 06월 25일,711번(신탄진~대전역),13:00,한남병원,3,3,2
2022년 06월 25일,711번(신탄진~대전역),13:00,동대전고등학교,4,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한숲아파트,7,4,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한남로삼거리,3,3,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대전신학대학교,4,3,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한남오거리,2,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대덕구청,2,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,솔랑마을아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한밭자이아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,삼성초등학교,1,4,1
2022년 06월 25일,711번(신탄진~대전역),13:00,대전역,0,16,0
2022년 06월 25일,711번(신탄진~대전역),13:00,으능정이거리,0,22,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대흥동성당,0,12,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대흥동우체국,1,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,이스트시티아파트,0,3,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대동역2번출구,1,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대동역3번출구,11,0,5
2022년 06월 25일,711번(신탄진~대전역),13:00,대전화병원,2,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,원동네거리,6,0,1
2022년 06월 25일,711번(신탄진~대전역),13:00,대흥동우체국,1,4,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대흥동성당,3,3,1
2022년 06월 25일,711번(신탄진~대전역),13:00,으능정이거리,28,5,9
2022년 06월 25일,711번(신탄진~대전역),13:00,대전역,16,1,9
2022년 06월 25일,711번(신탄진~대전역),13:00,삼성초등학교,2,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,삼성네거리,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한밭자이아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,솔랑마을아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대덕구청,4,0,2
2022년 06월 25일,711번(신탄진~대전역),13:00,한남오거리,3,5,2
2022년 06월 25일,711번(신탄진~대전역),13:00,한남대학교,0,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,대전신학대학교,1,8,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한남로삼거리,4,4,0
2022년 06월 25일,711번(신탄진~대전역),13:00,한숲아파트,3,5,2
2022년 06월 25일,711번(신탄진~대전역),13:00,동대전고등학교,1,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,중리동주민센터,6,1,3
2022년 06월 25일,711번(신탄진~대전역),13:00,중리근린공원,1,5,0
2022년 06월 25일,711번(신탄진~대전역),13:00,중리시장,2,4,0
2022년 06월 25일,711번(신탄진~대전역),13:00,유원아파트,2,10,0
2022년 06월 25일,711번(신탄진~대전역),13:00,삼정하이츠타운,3,6,0
2022년 06월 25일,711번(신탄진~대전역),13:00,읍내동현대아파트,3,0,3
2022년 06월 25일,711번(신탄진~대전역),13:00,정수장,1,0,1
2022년 06월 25일,711번(신탄진~대전역),13:00,연축아파트,1,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,와동현대아파트,4,2,2
2022년 06월 25일,711번(신탄진~대전역),13:00,선바위삼거리,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,선바위,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,상서삼거리,1,0,1
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진한일병원,2,5,0
2022년 06월 25일,711번(신탄진~대전역),13:00,평촌동,2,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,덕암동주민센터,1,0,0
2022년 06월 25일,711번(신탄진~대전역),13:00,남경마을,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,석봉과선교,1,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,석봉초등학교,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진고등학교,1,2,0
2022년 06월 25일,711번(신탄진~대전역),13:00,동일스위트리버스카이,3,4,0
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진동행정복지센터,0,1,0
2022년 06월 25일,711번(신탄진~대전역),13:00,신탄진시장,0,4,0
2022년 06월 25일,711번(신탄진~대전역),13:00,금강엑슬루타워,0,6,0
2022년 06월 25일,711번(신탄진~대전역),14:00,신탄진기점지,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,금강엑슬루타워,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,신탄진시장,3,0,2
2022년 06월 25일,711번(신탄진~대전역),14:00,새여울아파트,8,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,신탄진고등학교,4,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,석봉초등학교,4,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,남경마을,0,4,0
2022년 06월 25일,711번(신탄진~대전역),14:00,덕암동주민센터,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,평촌동,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,신탄진한일병원,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,상서삼거리,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,선바위,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,들말/신대차고지,0,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,신대주공아파트,2,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,와동초등학교,2,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대한통운종점,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,읍내동현대아파트,2,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,영진아파트,5,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,법동주공3단지,1,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,안산도서관,3,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,중리시장,8,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,중리근린공원,4,2,1
2022년 06월 25일,711번(신탄진~대전역),14:00,중리동주민센터,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한남병원,1,3,1
2022년 06월 25일,711번(신탄진~대전역),14:00,동대전고등학교,2,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한숲아파트,6,2,1
2022년 06월 25일,711번(신탄진~대전역),14:00,한남로삼거리,7,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한남대학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한남오거리,2,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대덕구청,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,솔랑마을아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한밭자이아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대전역,0,4,0
2022년 06월 25일,711번(신탄진~대전역),14:00,으능정이거리,0,16,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대흥동성당,0,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대흥동우체국,1,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,이스트시티아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대동역2번출구,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대전역동광장,0,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대전역동광장,2,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,신안동,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대동역3번출구,3,0,2
2022년 06월 25일,711번(신탄진~대전역),14:00,대전화병원,4,0,2
2022년 06월 25일,711번(신탄진~대전역),14:00,원동네거리,1,0,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대흥동우체국,0,1,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대흥동성당,5,3,1
2022년 06월 25일,711번(신탄진~대전역),14:00,으능정이거리,9,0,2
2022년 06월 25일,711번(신탄진~대전역),14:00,대전역,35,3,13
2022년 06월 25일,711번(신탄진~대전역),14:00,삼성초등학교,1,0,1
2022년 06월 25일,711번(신탄진~대전역),14:00,한밭자이아파트,3,5,1
2022년 06월 25일,711번(신탄진~대전역),14:00,솔랑마을아파트,4,4,1
2022년 06월 25일,711번(신탄진~대전역),14:00,대덕구청,4,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한남오거리,2,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한남대학교,4,2,0
2022년 06월 25일,711번(신탄진~대전역),14:00,대전신학대학교,2,5,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한남로삼거리,5,3,0
2022년 06월 25일,711번(신탄진~대전역),14:00,한숲아파트,3,3,0
2022년 06월 25일,711번(신탄진~대전역),14:00,동대전고등학교,5,7,1
